"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3022","C3023","H4001","H4004","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4016","H4017","H4018","H4019","H4022","H4023","H4039","H4040","H4042","H4043","H4044","H4045","M2008","M2025","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2061","M2075","M2084","P6005","P6009","P6012"
"_C18n_QI7065",680678,4753,18705,10549,23501,281065,2035,10248,363,9741,29076,70849,21619,3243,15354,13074,17191,188320,5876,13123,7959,55350,21604,23483,7130,22074,203290,22073,6202,21942,16579,29440,28623,14228,1887,2645,107368,4786,4653,2612,11766,4208,7276,36580,28108,114160,12738
"_C18n_QI4026",12226,2653,3510,2346,1873,17128,3549,1551,12069,314,10049,31780,3929,85387,13879,930,2010,4568,1038,1398,1971,4777,4113,17975,873,2585,19904,2929,5713,3685,5575,1453,8829,1733,3447,2195,11750,8128,6832,364,32,732,2119,3502,9565,4239,20327
"_C18n_QI2686",15779,3984,4716,2802,5986,25103,3352,3996,10870,598,16553,43416,6071,157598,23189,1141,2061,4422,1571,1813,2819,12646,9339,34469,954,4715,62993,5475,8419,5341,13017,1696,12312,2286,6457,2979,19494,21042,2511,760,120,792,4224,5190,18050,5378,21507
"_C18n_QI5092",144362,19515,6518,13154,25197,187381,10145,6593,201397,6289,155875,503958,72034,2048663,125605,6899,24024,88837,7903,22013,12537,143187,44816,394833,3558,36523,417323,44809,124841,19637,108492,16468,34142,50512,34204,25813,158385,77902,193789,907,9962,10705,26789,12228,152352,119788,159429
"_C18n_QI12571",2460524,190284,103575,107660,306953,5533696,173163,55451,6447858,20720,2574415,15753494,597969,49081344,2646149,62666,323402,786296,98422,392301,165484,1550760,721769,9512523,50844,525151,7547912,423374,1369901,311326,1675149,171031,279613,518529,381736,234060,1731784,1535773,6961843,61660,3980,376899,309638,169668,2605678,1284214,3128434
"_C18n_QI12836",2483860,382907,428187,176363,567642,7145768,240996,172342,4681470,25246,3363214,2794362,406459,26742219,5287017,49907,87865,382287,77379,121719,265302,950682,811180,5292772,53377,662014,10740383,433043,1075908,536920,1790846,145781,990707,153971,546815,219263,2287992,2711172,2051945,25370,1154,43939,383541,418360,3393416,477470,4449720
"_C18n_QI13340",167066,46261,32283,11400,68277,353799,32083,7301,145386,3316,146563,3714,13503,542495,302716,1388,504,9958,6179,2354,47452,33341,89047,52886,3463,61109,1134088,13965,70686,72032,113069,7742,304587,3443,109952,11955,247201,388601,5850,1488,87,522,41514,87347,235417,5374,451923
"_C18n_QI4027",34654,11178,7575,4473,9290,74757,6476,5140,57584,762,44065,84617,9240,322129,44936,1744,2666,11666,2168,3067,7319,20466,15824,87273,1440,12720,101175,9178,18730,8474,26569,5620,18847,4968,8664,4420,29778,32115,45844,967,239,1001,7904,6410,38397,15791,54797
"_C18n_QI6800",8957098,710683,154018,416789,1254908,153413,381960,1063478,227756,939740,4445999,9817888,778076,30025,89977,124822,435269,1896179,107186,899733,253946,233242,774841,520669,165476,631977,8467656,841300,331423,2554639,774525,1408000,27782,2633559,63241,2160763,2968770,79383,1180649,340982,1357975,851892,157704,1188341,2091388,1858258,411230
"_C18n_QI13148",1084170,563003,10690995,110793,122463,8190936,47788,13752552,473403,3642,5146213,121513,95152,613834,10210545,56974,40405,7490,54487,368139,23162,246397,61552,294030,127103,29443,21746,27371,41317,33464,33042,27728,5954599,783,21839,13523,2305594,187578,320630,3129917,798,33000,22186,8516,83486,120939,41596
"_C18n_QI5983",1350464,3650269,27856,131198,117468,7798,232405,483037,107772,6413,3489,9004,24268,17184,5946,1873,242,733650,2418,2558,4730,3549,1636,20187,839,1213,62795,180057,5653,2928,4017,3318,24799,1714,12054,1723,127118,51613,2310,6287,5822,44723,9825,3041,7673,1288,14059
"_C18n_QI12879",2364330,1033363,369165,209953,35467,459312,161472,37021,441677,538,1926265,534486,859138,4812989,4426259,23058,126044,202644,6285,12988,232182,1591543,592332,1772042,1134436,109170,1145290,122293,164688,49397,381444,82015,59622,14873,60519,109133,228569,246012,442461,4517,334,6856,53450,50851,1149055,421624,1378050
"_C18n_QI7135",7317778,62707,163061,332057,101516,437452,43988,337117,79974,165575,219368,1352321,709233,69464,354255,142594,379784,866646,55757,583913,28538,4590993,564638,1008817,57013,92895,3063831,470828,259515,327878,524015,159178,172785,590398,163900,69533,1310502,307295,133325,149107,206259,594406,114379,56512,357283,475374,131945
"_C18n_QI4929",229505,85224,53998,60750,70629,149502,133602,20843,146225,10222,212315,449357,269716,2010910,635171,17749,43656,71647,26155,22175,23130,1174157,106500,336380,119347,94154,616294,55257,112223,77048,155523,41721,98409,12750,65498,35522,119497,89051,94445,11400,2693,4720,24488,19957,167591,162478,455962
"_C18n_QI13285",202967,137287,63670,51387,66172,219419,99250,4560,170029,206,488765,206741,389906,2775556,1727524,10334,21633,23241,5675,18410,2204,1177569,120072,416858,179652,99552,1606813,21787,145085,62490,142984,66332,35769,12072,99053,45217,123112,104039,95520,2776,84,900,30063,562,191436,108048,1207375
"_C18n_QI12601",46458,85010,30877,100526,68373,120612,49044,10485,47115,2316,181578,13612,45070,329081,394337,3241,14312,4869,23920,3016,2990,58863,43562,94234,80032,48806,657164,22511,84644,77951,77312,15908,88030,23348,51040,11498,91549,81795,15759,7062,167,1003,4943,21899,34584,12962,296135
"_C18n_QI6657",11828032,8079136,584499,3717009,894198,658678,2370674,5825668,1176444,114990,103201,3282840,8464299,1914238,568454,134834,70179,4464611,164525,25634,2018653,155416720,1045284,4024779,81593,454941,1145888,2698184,489116,442960,271228,62514,231872,3421642,142147,51651,3364810,1095927,782296,10824,21495,423417,74121,40190,3031252,1786371,543544
"_C18n_QI6220",60719,12823,13274,17377,6624,145689,11175,4041,41303,15690,60038,9838,33567,665139,127121,10124,2023,424,5891,2998,5353,31950,20766,52788,24159,17359,177980,6466,33610,14523,39031,8308,235070,20,32988,2617,28113,46588,4861,2070,2547,8,18515,23186,35984,6861,131752
"_C18n_QI7515",9187592,7084413,341765,6335082,1392220,49085,2356050,4279842,1188283,7898,371,15541,351400,53507,32260,3273,382,3996470,4379,609,1941,3203879,15401,786148,10124,13700,29628,1445697,4813,9824,12211,700,173570,1704,2045,68,11260,390358,7799,1962,606,316,4420,2749,34906,45998,23057
"_C18n_QI5731",414502,32386,46033,31950,46687,1077599,66999,17303,56389,11030,202204,340571,132344,5466748,482344,18715,29033,30945,9159,10257,29572,1623644,30964,143130,50859,32601,962435,17337,72592,43920,166860,20265,100711,1736,74616,26154,218868,116314,126070,7283,894,3076,8283,60030,286979,34153,593643
"_C18n_QI8076",3786005,3192754,222019,3057150,1130506,264,1664635,2266607,680379,14979,448,606,1011,4307,39037,8501,7031,4364314,50674,4083,17,3643,13,541855,4966,720,117,824543,697,76363,13066,10278,8628,14127,387,39268,491,207121,8104,1519,2623,75761,1049,6021,45257,13323,571
"_C18n_QI5308",135259,247400,42530,27925,1003070,9029,1300,875709,10590,1011,437237,325,1065,10604,3177,71,4606,9,2883,118,2671,50745,101,24,3099,133,104,130,258262,255,241298,18,814,52462,41131,1368,2071,87873,2906404,1377,2231168,45365358,4794,259826,15,36,529
"_C18n_QI8013",1107307,26309,19571,127401,60925,528715,37345,194968,63945,37231,24733,237759,529868,49420,301899,89422,127928,311227,58185,97844,62058,1239687,115526,349394,30005,67005,1961496,162659,102055,347932,91819,56119,17026,114124,98644,35427,1463276,113557,37689,122609,55058,149338,59682,11794,75364,198318,151255
"_C18n_QI6367",56764,25145,14447,928,5525,62446,21273,88,3303,353,7286,2114,46661,43670,77356,7770,3324,13483,11236,45,5795,181832,6547,3000,43380,5067,71595,19747,5158,36019,42951,4701,6695,1596,9588,16094,24917,34559,1763,3682,1886,111,424,7940,50965,42980,17207
"_C18n_QI7606",482798,937686,144380,1909535,443945,19908,553315,2449966,331078,1487,48,68723,69365,58055,9537,13295,7387,645622,3488,10181,3265,1560668,12007,1733728,14755,9265,17112,280853,8436,14892,6695,3125,118348,12262,609,2289,19280,113073,109602,508,2514,8469,3710,1032,42592,61513,5517
"_C18n_QI5845",185213,39039,24706,237199,18753,361889,57171,186565,9906,111824,135927,11803,53598,918870,140543,49802,27728,14212,28255,79812,15033,810171,7509,79421,42525,17801,145447,15574,73903,158199,42002,23179,136271,7062,141726,88413,114009,28528,18706,48981,26683,20345,99740,41555,27396,33858,92763
"_C18n_QI13152",200,584,40037,59057,430086,1073049,384,72233,131749,115873,788,2731,33,941,239781,869,83379,38636,212,215,174652,80,24982,175433,2041,124739,811,15276,28621,111396,128573,249076,2019901,3707,109139,1855,1140,1383730,337931,161733,186552,31437,496507,207801,38138,113291,5886
"C16:1 LPC_C8p_QI03",164981,548584,324746,176371,293734,344111,154737,94967,499294,102614,37152,2644468,1908814,3109589,356640,14191,52670,292468,23729,888975,256954,75932,225803,952628,34612,356393,443931,869075,346798,123331,42094,102201,1776,196700,182163,27879,29777,67512,183977,157053,8358,154480,207807,239242,291580,172534,581875
"C18:1 LPC_C8p_QI06",9985183,2897738,14373463,21264397,32137746,1853908,2501195,4029339,1987023,64544,4538740,143051490,5155130,115144964,7257365,516425,1219260,3724630,899929,1847464,2225864,1393626,6184072,23206711,116739,15659329,8173283,3999649,8096155,4236760,2024023,3791233,255561,7164108,5450412,425300,692300,2632963,9207785,1956368,62727,5878342,4042386,3223167,19442623,5172996,26042478
"C18:0 LPC_C8p_QI07",7767444,2211175,3272274,3982289,8193910,19949483,5299488,4123096,3612820,43467,1116758,143854439,10725417,110245544,13623404,288929,1852794,5716424,403217,2126568,2656565,3350358,6479601,57648554,197357,6781097,29678299,5865765,14220170,3873829,4283438,1769596,2682388,3287201,2705889,501088,3395961,1657712,2067178,1785356,36818,701319,3304516,2477919,6336456,8260498,20060696
"C32:0 PC_C8p_QI22",1845171,146623,255330,607769,325267,2715859,1108387,168065,158978,5580,127999,1888589,164771,70296641,5872935,17995,73654,241370,28442,7237,66082,75964,877721,7815876,21530,329393,9801623,701401,999196,268117,425212,210114,1349353,15095,1909234,37269,88654,333153,80584,191533,28180,162061,1058911,84059,1566229,570546,1733963
"C36:2 PC_C8p_QI30",1653353,263125,490028,36093888,730428,458864,1203553,205979,80888,8828,5465795,341122,9489,61411785,1090751,26157,64967,313700,47369,7471,177147,21802,378383,2249273,25122,183737,902967,168032,288507,96581,33675,76084,18889,17247,2391578,45596,77850,24462,98373,278625,31270,1936539,169567,131226,380453,47794,553591
"C34:1 PC plasmalogen_C8p_QI38",1906877,320507,237755,1001323,348570,288820,1425579,517274,221084,39748,112337,6028834,471804,68262910,6056598,64334,332679,344801,76334,33099,94191,720238,282461,7023072,152262,326348,4418422,518906,1210735,359051,581108,212752,358285,16504,732656,162094,15735,113145,190265,240799,4508,293865,442534,132723,1811534,1027057,2367786
"C24:1 Ceramide (d18:1)_C8p_QI53",2313863,496417,313020,412431,753781,1148631,1294812,379720,1302485,128949,723018,161244,793222,1611234,2372410,601442,1790750,714608,549418,148104,544075,21179211,740977,891927,371411,664326,542969,3294774,3377946,4977758,3697430,721826,987145,222657,2402814,5145316,448414,608670,360500,363836,14922,46239,4328407,236234,2451481,4305363,974091
"C16:1 SM_C8p_QI54",285361,65435,122083,11338,83272,169401,335337,256835,39134,372,6985,2237453,707214,4107191,2406443,21283,126471,423127,83698,18823,49532,753590,268238,2117403,62690,157061,954895,130103,567028,489594,322436,48285,149409,306882,59302,8699,23923,120072,81631,17319,663,20054,56020,1793,473278,892305,628378
"C16:0 SM_C8p_QI55",6198170,2031859,4724297,1731193,3058020,21183149,5941910,3591426,2972361,93834,705345,33052218,12502584,82423185,38114583,494534,6233053,7622839,730180,888661,2602389,23621514,3609355,28634250,479335,6665545,18342233,8760592,12319419,14133922,11260708,2396324,6595334,2583644,6622391,849384,2241100,6168432,1620164,1640044,36802,761100,5969795,2313203,14748951,16420719,13808180
"C22:6 CE_C8p_QI82",1652645,33599,10305,336542,15802,6760357,149315,266354,4534293,582,252597,55826,90009,299509,691524,100023,115730,19057,43656,46077,448406,532866,236849,223453,74806,33056,233283,49923,649160,99843,367283,48960,365424,2252,52553,67398,268126,247956,2473309,12282,26480,5685,40301,147793,409010,951502,153081
"_C8p_QI10505",23700,67580,145247,467442,34207,213,91560,1458907,50949,553963,33045,369732,92775,104706,115872,3372354,342586,213230,6950401,107387,3478,648710,122491,2762815,2953038,423435,171819,89036,79918,204778,117192,96480,907,22988,82669,94658,945061,56199,2067,245971,437268,3566433,146357,206836,8124,59382,17076
"_C8p_QI17445",177336,476506,282065,34006936,173806,178575,84790,1458682,141245,8110192,70580,1509307,245950,257694,250630,1068590,238052,978157,4821925,3322069,5714648,760379,97236,2067251,1928271,101204,51851,229362,801175,4609592,1763226,19370010,612654,22957722,10449053,1625150,915458,4615796,464934,14924273,71726267,121481443,134108009,1595909,1995439,5796232,11186
"_C8p_QI8568",11846017,323075,585161,105552,205039,2954358,79124,3224,1373647,7583,1542163,10203707,2709907,56748,81097,4671,183673,424897,24077,1638150,410912,142786,12152505,24515,13178,489743,20708,310684,789649,1618723,805272,824359,6223,355789,1637000,238098,4779568,19384,1117012,62971,189950,128963,159178,5798,181621,264331,1877569
"_C8p_QI8318",158832489,1675194,5812378,987234,1872820,26100586,458939,62077,10608354,98153,15618592,151008405,28564818,521416,1107687,84240,1156624,640666,180136,11613628,2746933,921730,146643991,216982,94409,3532073,226899,1929119,6157807,13397880,7031847,5814013,36706,1897324,8950995,1881693,43219066,193466,13650029,307624,606832,607902,834942,97688,2080247,1062953,14915786
"_C8p_QI2833",426225,53901,4234351,11409,40435,1926706,8991,1325710,20534,708,463122,15244,1607,8227,506773,387,5529,5662,888,330058,12253,5374,21822,252,827,13658,21206,10498,11505,9682,12199,8471,141872,17486,10653,14449,48210,16721,5298,230642,22471,10566,8500,16140,18882,13498,11592
"_C8p_QI5181",499675,142173,4748459,23212,132432,3426790,6267,2973315,33402,4113,632644,153,32353,33458,2041409,2668,25033,68910,27293,441375,35894,25247,5615,5396,40360,29564,56127,28862,31700,27131,32008,28592,1016968,115400,76238,51253,212447,70372,14613,1009881,20713,27953,53394,44450,43840,24511,52288
"_C8p_QI6263",54672,14405,29458,76583,73550,56953,16015,5463,140299,227,96435,822446,411754,139376,64685,20729,60762,25191,1435,47141,37363,42673,227074,8055,176,13580,134334,67781,106592,19361,46591,73571,253,40688,17239,10778,416728,21159,30220,3521,709,17338,47551,2660,54930,58079,23296
"_C8p_QI1711",81934,21785,499283,9483,22140,569573,9916,258837,13151,9423,37766,6961,5369,11735,65240,862,6385,22077,739,110871,15558,6243,6533,1327,2820,7599,17576,5849,4910,7071,10935,8399,261787,11252,10288,7616,14456,21429,7261,51628,14568,10986,8047,16772,12236,7542,16441
"_C8p_QI3534",365767,6651,1213,47316,21016,2290,22910,17672,16747,2409,98050,66326,369303,5020,237805,12453,152539,350388,7170,81759,20377,1276493,47372,7414,33529,52241,88768,87077,20483,94420,78931,9593,13211,1631,43728,33551,17692,9386,96707,10256,6622,557,44730,8729,103516,765244,18075
"_C8p_QI9122",678241,1613137,3140506,555318,1414946,954098,330663,258854,23792349,226921,4978968,210097,2407890,73,809981,318839,1590396,1129138,686509,34143407,4561147,928282,75469,148996,237936,209694,3783,2585130,495924,215972,3082394,490950,213715,1189360,12062571,4680296,57883,13237,573531,233676,266847,666667,2486787,651524,25769,1374328,27795323
"_C8p_QI8178",236915,540683,1098804,182110,471996,308813,112967,88004,7981141,79316,1692391,52206,823025,80,260607,116035,564415,391786,234493,11962776,1568157,323491,21987,50851,85086,60745,1179,888619,170667,68701,1073599,177153,72244,418846,4002334,1642728,307,881,193726,67188,93627,260759,858859,224212,730,486752,9714058
"_C8p_QI2900",511371,110059,5768869,7426,44026,3816189,2770,2200684,3775,8303,601514,11213,8372,588,915748,149,2874,5664,1590,342437,2241,3796,5584,6868,1713,1934,2407,8251,6518,5492,1331,10161,242201,11580,537,8460,56351,243,11848,523497,6603,11519,698,10667,4332,11743,1169
"_C8p_QI4531",1983969,368595,12707823,75734,177432,10758579,29339,5482954,66466,4693,1443425,11472,34411,6250,3182942,11981,44589,34403,2603,811872,16375,26070,29603,657,9573,21530,8167,5600,36612,9671,54760,28228,847794,70520,73533,17371,228398,3963,20440,1915147,28401,26709,26512,21617,15164,29002,4886
"_C8p_QI6965",1129424,281234,295150,583419,188198,294987,272995,58204,3425161,7499,404161,4505736,3240175,4970454,429843,103851,257077,312280,206717,674411,310729,622821,895928,454306,52545,124636,2756048,940070,1305757,489871,1107943,572212,39806,359467,155671,248262,4547352,1050059,242403,60316,39284,185978,672345,65835,959256,451903,530071
"_C8p_QI8999",60858,84312,38448,23555,115267,16032,128923,13695,683874,18460,231176,970170,238537,24791,396492,6929,218800,284071,73183,46051524,261080,467313,30612,23944,57440,156954,131439,313931,134418,40414,69445,55073,3507,215401,461762,824549,452184,24102,49146,14832,11718,56343,114288,64141,125717,408707,643060
"_C8p_QI3825",65847,55601,718144,4747,380083,333207,9343,775023,25928,160,487082,199868,2364,2556,276332,38851,7939,21081,20301,388624,22760,2594,12007,2426,7249,44467,50986,53396,115594,49844,25924,24734,470229,2274,11224,22534,12264,607,64498,69883,377,9331,8027,346251,80233,35593,77531
